member_id,received_email,enrolled_program,annual_spending
2630,1,0,63.18
2631,1,0,44.96
2632,0,0,51.71
2633,0,0,66.77
2634,0,1,34.29
2635,1,0,34.48
2636,0,1,55.73
2637,0,0,25.4
2638,0,0,57.66
2639,0,0,56.98
2640,0,0,32.13
2641,1,0,52.62
2642,0,0,54.9
2643,0,0,52.48
2644,1,0,64.13
2645,0,1,47.09
2646,1,0,37.13
2647,1,0,48.83
2648,1,0,55.42
2649,1,1,24.31
2650,1,0,50.4
2651,1,0,61.26
2652,0,0,57.92
2653,0,0,67.64
2654,0,0,61.38
2655,1,0,46.85
2656,1,0,45.78
2657,1,0,55.39
2658,0,0,64.42
2659,1,0,35.49
2660,0,1,43.76
2661,1,0,62.97
2662,0,1,39.26
2663,0,0,79.6
2664,0,0,44.81
2665,0,0,53.42
2666,0,0,48.61
2667,0,0,51.89
2668,1,0,64.11
2669,0,0,49.5
2670,1,1,56.22
2671,0,1,21.05
2672,1,0,80.09
2673,1,0,47.66
2674,1,0,63.76
2675,1,0,26.16
2676,1,1,46.66
2677,0,1,26.79
2678,0,0,59.97
2679,1,0,42.98
2680,1,0,38.62
2681,0,1,52.67
2682,1,0,61.2
2683,1,0,29.84
2684,0,1,32.84
2685,0,0,69.88
2686,0,0,51.99
2687,0,0,46.41
2688,0,0,59.38
2689,0,0,43.52
2690,0,1,5.28
2691,1,0,35.09
2692,0,1,41.27
2693,0,0,35.81
2694,1,0,42.66
2695,1,0,51.09
2696,0,0,36.87
2697,0,0,58.1
2698,1,0,59.32
2699,0,0,29.47
2700,1,0,42.39
2701,1,0,56.15
2702,0,1,23.31
2703,1,0,40.69
2704,0,0,42.8
2705,0,0,34.14
2706,0,0,64.26
2707,1,1,33.58
2708,1,0,56.56
2709,0,0,49.54
2710,1,0,60.41
2711,0,0,56.69
2712,1,0,61.43
2713,1,1,31.16
2714,1,0,37.96
2715,0,1,27.87
2716,0,1,23.83
2717,1,0,55.59
2718,1,1,57.13
2719,0,1,15.11
2720,1,0,55.86
2721,1,1,47.28
2722,0,0,61.66
2723,0,0,35.01
2724,0,0,71.65
2725,0,0,65.46
2726,1,0,40.86
2727,1,1,19.56
2728,0,1,19.22
2729,1,0,67.49
2730,1,0,36.61
2731,0,1,10.75
2732,1,1,48.26
2733,0,1,15.52
2734,1,0,55.11
2735,1,0,57.84
2736,0,0,60.31
2737,0,1,19.68
2738,1,1,53.12
2739,0,0,71.32
2740,1,1,17.1
2741,1,0,55.25
2742,1,0,47.72
2743,1,1,29.28
2744,1,0,68.64
2745,0,0,37.05
2746,1,1,24.22
2747,1,0,69.62
2748,1,0,57.14
2749,1,0,57.99
2750,1,1,31.38
2751,0,1,29.93
2752,1,0,37.31
2753,1,0,51.89
2754,1,0,56.58
2755,0,0,36.85
2756,1,0,54.79
2757,0,0,56.18
2758,1,1,4.98
2759,1,0,34.67
2760,0,0,31.26
2761,0,1,37.61
2762,1,0,53.13
2763,1,0,26.46
2764,0,0,65.96
2765,1,0,68.09
2766,0,1,59.57
2767,0,0,61.84
2768,0,1,41.59
2769,0,1,26.05
2770,0,0,49.33
2771,0,0,26.9
2772,0,0,59.99
2773,0,0,81.91
2774,1,0,47.54
2775,0,0,48.64
2776,0,0,26.07
2777,0,1,24.03
2778,1,0,50.26
2779,0,0,62.06
2780,1,0,48.91
2781,0,0,47.47
2782,0,0,66.45
2783,1,1,34.17
2784,1,0,48.93
2785,0,0,52.79
2786,0,1,37.79
2787,0,0,58.48
2788,0,0,64.78
2789,0,1,37.37
2790,0,0,19.32
2791,1,1,35.4
2792,0,0,43.79
2793,0,0,65.53
2794,1,0,41.43
2795,1,0,59.71
2796,0,0,38.98
2797,0,1,32.75
2798,1,1,35.21
2799,0,0,62.24
2800,0,1,38.95
2801,1,0,66.59
2802,0,0,27.09
2803,1,0,52.5
2804,1,0,58.37
2805,1,0,73.74
2806,1,1,33.04
2807,1,0,56.33
2808,1,0,39.62
2809,1,0,51.19
2810,0,0,58.69
2811,0,1,30.84
2812,0,0,48.07
2813,1,1,27.8
2814,0,1,46.17
2815,1,0,50.1
2816,0,1,32.47
2817,1,1,43.17
2818,0,0,32.26
2819,1,0,63.93
2820,0,0,51.88
2821,0,0,37.87
2822,1,0,55.13
2823,1,0,69.04
2824,1,1,46.46
2825,1,1,33.84
2826,0,1,47.85
2827,1,0,49.9
2828,0,0,50.39
2829,1,0,56.68
2830,0,1,48.46
2831,0,0,50.53
2832,0,0,42.6
2833,0,0,66.01
2834,0,0,42.46
2835,0,0,49.83
2836,1,0,48.46
2837,1,0,49.26
2838,0,1,37.51
2839,0,1,44.64
2840,0,0,40.73
2841,1,0,41.14
2842,1,1,34.27
2843,0,0,29.55
2844,1,0,60.32
2845,0,1,19.22
2846,0,0,52.34
2847,1,0,49.8
2848,0,0,47.13
2849,1,0,59.57
2850,0,0,36.88
2851,1,0,64.67
2852,1,1,37.08
2853,1,0,54.53
2854,1,0,69.01
2855,1,0,77.48
2856,1,0,33.08
2857,0,0,48.48
2858,0,0,41.34
2859,0,0,43.79
2860,1,0,52.22
2861,0,0,43.76
2862,1,0,63.25
2863,0,1,36.91
2864,0,0,45.33
2865,0,0,51.38
2866,0,1,59.41
2867,0,0,51.91
2868,0,0,67.95
2869,0,1,16.44
2870,1,0,59.6
2871,0,1,48.36
2872,1,0,52.52
2873,0,1,34.51
2874,1,1,56.18
2875,0,0,54.27
2876,1,0,66.85
2877,0,0,62.74
2878,0,0,54.56
2879,1,0,41.62
2880,0,1,9.86
2881,0,0,75.66
2882,0,0,21.31
2883,0,0,57.64
2884,1,0,42.03
2885,1,1,44.47
2886,0,0,43.62
2887,1,1,28.8
2888,1,1,36.49
2889,1,0,40.9
2890,0,1,30.85
2891,1,0,71.94
2892,1,0,59.49
2893,0,0,74.17
2894,1,0,25.07
2895,0,0,41.54
2896,0,1,15.8
2897,0,0,47.49
2898,0,0,72.24
2899,1,1,23.09
2900,1,1,47.54
2901,1,0,66.14
2902,1,1,40.63
2903,1,0,50.62
2904,1,0,48.56
2905,1,0,54.66
2906,0,1,31.6
2907,1,1,18.75
2908,0,0,12.51
2909,1,0,59.74
2910,0,1,40.5
2911,1,0,67.91
2912,1,0,30.7
2913,1,0,46.53
2914,0,1,52.19
2915,0,0,48.18
2916,1,0,67.08
2917,1,0,60.03
2918,1,1,38.02
2919,1,0,60.0
2920,1,0,38.07
2921,1,1,44.4
2922,1,0,41.71
2923,0,1,33.02
2924,0,0,40.92
2925,0,0,44.26
2926,1,0,19.99
2927,0,0,60.42
2928,0,0,60.48
2929,0,0,72.86
2930,1,1,10.43
2931,1,1,36.9
2932,0,0,51.71
2933,1,1,40.14
2934,0,0,40.82
2935,0,0,57.88
2936,0,1,13.13
2937,0,0,59.71
2938,1,0,48.93
2939,1,0,46.22
2940,0,0,75.31
2941,0,0,73.68
2942,1,0,63.82
2943,1,0,67.69
2944,1,0,39.56
2945,1,0,59.58
2946,0,0,36.84
2947,1,0,47.07
2948,0,0,44.72
2949,1,0,59.18
2950,1,0,71.54
2951,0,0,33.33
2952,0,0,40.42
2953,0,0,67.1
2954,1,0,38.09
2955,0,0,59.4
2956,0,1,52.99
2957,0,0,34.47
2958,1,0,45.93
2959,1,1,30.22
2960,1,1,35.86
2961,1,1,26.73
2962,1,0,54.77
2963,0,0,56.89
2964,0,1,29.2
2965,1,0,50.74
2966,0,0,43.95
2967,0,0,45.32
2968,0,0,40.33
2969,0,1,56.86
2970,0,0,61.03
2971,1,0,41.98
2972,0,0,70.05
2973,1,0,41.39
2974,0,0,49.47
2975,1,0,49.0
2976,1,0,39.82
2977,0,1,34.21
2978,0,0,39.87
2979,1,0,47.63
2980,1,1,16.08
2981,0,0,54.17
2982,0,1,25.3
2983,1,0,51.33
2984,0,0,70.42
2985,0,0,55.14
2986,1,1,30.73
2987,0,0,38.69
2988,0,0,44.24
2989,0,0,62.75
2990,1,1,42.11
2991,1,0,61.11
2992,1,1,35.22
2993,0,1,12.32
2994,0,1,43.48
2995,1,0,60.51
2996,1,1,49.99
2997,1,0,43.17
2998,1,0,41.16
2999,1,0,71.32
3000,0,0,86.87
